,Unnamed: 0,Unnamed: 0.1,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week_Number,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC
2257,2257,2257,2,2013-05-25,57,46,52,-11,36,44,13,0,-,-, ,0.00,29.67,30.35,3.3,6,3.7,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2258,2258,1,2013-05-26,68,44,56,-6,44,50,9,0,0422,1915,RA,0.02,29.47,30.22,5.5,9,7.4,21,0,0,1,0,0,0,0,0,0,0,0,0,0
2259,2259,2259,2,2013-05-26,67,46,57,-6,43,50,8,0,-,-,RA,  T,29.54,30.23,4.0,9,5.7,21,0,0,1,0,0,0,0,0,0,0,0,0,0
2260,2260,2260,1,2013-05-27,62,53,58,-4,53,55,7,0,0422,1916,TSRA DZ BR HZ,0.23,29.21,29.97,8.5,9,9.1,22,1,0,1,1,0,0,1,1,0,0,0,0,0
2261,2261,2261,2,2013-05-27,65,56,61,-4,54,57,4,0,-,-,TSRA RA BR,0.19,29.28,29.97,7.5,10,8.3,22,1,0,1,0,0,0,1,0,0,0,0,0,0
2262,2262,2262,1,2013-05-28,76,56,66,3,64,66,0,1,0421,1916,TSRA RA BR,0.20,29.06,29.78,8.7,21,10.2,22,1,0,1,0,0,0,1,0,0,0,0,0,0
2263,2263,2263,2,2013-05-28,76,59,68,3,63,65,0,3,-,-,TSRA RA BR,2.20,29.13,29.79,9.5,19,10.3,22,1,0,1,0,0,0,1,0,0,0,0,0,0
2264,2264,2264,1,2013-05-29,84,64,74,10,64,67,0,9,0421,1917, ,0.01,29.16,29.88,7.3,20,8.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,2265,2265,2,2013-05-29,85,65,75,10,62,67,0,10,-,-,RA,0.02,29.23,29.88,7.9,20,9.2,22,0,0,1,0,0,0,0,0,0,0,0,0,0
2266,2266,2266,1,2013-05-30,83,64,74,10,66,69,0,9,0420,1918,TSRA RA,0.51,29.13,29.85,13.4,19,14.6,22,1,0,1,0,0,0,0,0,0,0,0,0,0
2267,2267,2267,2,2013-05-30,84,65,75,10,64,68,0,10,-,-,RA,0.09,29.22,29.85,12.9,18,13.9,22,0,0,1,0,0,0,0,0,0,0,0,0,0
2268,2268,2268,1,2013-05-31,77,64,71,7,65,67,0,6,0420,1919,RA BR,0.30,29.05,29.79,11.7,20,12.1,22,0,0,1,0,0,0,1,0,0,0,0,0,0
2269,2269,2269,2,2013-05-31,78,65,72,7,64,67,0,7,-,-,TSRA RA BR,0.23,29.13,29.79,12.4,19,12.7,22,1,0,1,0,0,0,1,0,0,0,0,0,0
2270,2270,2270,1,2013-06-01,76,63,70,6,62,64,0,5,0419,1920,RA BR,0.56,28.98,29.69,13.1,22,13.0,22,0,0,1,0,0,0,1,0,0,0,0,0,0
2271,2271,2271,2,2013-06-01,76,63,70,6,61,64,0,5,-,-, ,0.44,29.05,29.69,11.9,21,11.9,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,2272,2272,1,2013-06-02,63,43,53,-11,50,51,12,0,0419,1920,RA DZ BR,0.01,29.24,29.93,1.8,5,6.2,22,0,0,1,1,0,0,1,0,0,0,0,0,0
2273,2273,2273,2,2013-06-02,63,47,55,-11,48,51,10,0,-,-,DZ BR HZ,0.01,29.31,29.93,2.8,4,7.7,22,0,0,0,1,0,0,1,1,0,0,0,0,0
2274,2274,2274,1,2013-06-03,68,43,56,-8,43,50,9,0,0418,1921, ,0.00,29.34,30.06,3.7,12,4.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,2275,2275,2,2013-06-03,68,43,56,-8,40,49,9,0,-,-, ,0.00,29.41,30.07,2.6,9,4.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,2276,2276,1,2013-06-04,72,50,61,-3,45,52,4,0,0418,1922, ,0.00,29.39,30.11,5.3,7,6.1,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2277,2277,2,2013-06-04,72,50,61,-3,44,52,4,0,-,-, ,0.00,29.46,30.12,5.6,7,6.9,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,2278,2278,1,2013-06-05,73,54,64,-1,49,54,1,0,0417,1923,RA,0.01,29.24,30.0,6.8,5,8.2,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2279,2279,2279,2,2013-06-05,76,56,66,-1,46,55,0,1,-,-,RA,  T,29.33,29.99,6.1,6,8.3,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2280,2280,2280,1,2013-06-06,64,52,58,-8,50,53,7,0,0417,1923,RA,0.15,29.18,29.91,8.9,3,9.1,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2281,2281,2281,2,2013-06-06,65,54,60,-8,48,53,5,0,-,-,RA,0.06,29.23,29.9,9.0,3,9.6,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2282,2282,2282,1,2013-06-07,68,52,60,-6,45,52,5,0,0417,1924, ,  T,29.2,29.92,9.5,3,9.9,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,2283,2283,2,2013-06-07,68,54,61,-6,44,52,4,0,-,-, ,0.00,29.26,29.92,8.8,2,9.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,2284,2284,1,2013-06-08,74,49,62,-4,43,53,3,0,0417,1925, ,0.00,29.25,29.96,4.7,7,5.4,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,2285,2285,2,2013-06-08,74,50,62,-4,42,53,3,0,-,-, ,0.00,29.31,29.96,4.7,6,5.6,23,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,2286,2286,1,2013-06-09,80,55,68,2,55,61,0,3,0416,1925,RA,0.01,29.15,29.88,6.0,15,8.9,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2287,2287,2287,2,2013-06-09,83,58,71,2,53,61,0,6,-,-,RA,0.01,29.22,29.88,7.1,15,8.4,23,0,0,1,0,0,0,0,0,0,0,0,0,0
2288,2288,2288,1,2013-06-10,76,60,68,1,63,65,0,3,0416,1926,TSRA RA BR HZ,0.26,29.08,29.79,2.7,4,4.3,24,1,0,1,0,0,0,1,1,0,0,0,0,0
2289,2289,2289,2,2013-06-10,75,61,68,1,61,64,0,3,-,-,RA BR HZ VCFG,0.85,29.14,29.78,2.0,7,4.4,24,0,0,1,0,0,1,1,1,0,0,0,0,1
2290,2290,2290,1,2013-06-11,83,60,72,5,62,67,0,7,0416,1926,RA BR,  T,29.13,29.85,3.2,25,4.5,24,0,0,1,0,0,0,1,0,0,0,0,0,0
2291,2291,2291,2,2013-06-11,84,60,72,5,61,66,0,7,-,-,RA FG+ BR,0.24,29.21,29.85,2.5,23,4.1,24,0,0,1,0,0,1,1,0,0,0,0,0,0
2292,2292,2292,1,2013-06-12,86,63,75,7,64,67,0,10,0416,1927,TS TSRA BR,0.75,29.0,29.74,3.1,8,8.0,24,1,0,1,0,0,0,1,0,0,0,0,0,0
2293,2293,2293,2,2013-06-12,87,64,76,7,64,67,0,11,-,-,TSRA RA BR HZ,0.25,29.08,29.74,2.9,5,5.8,24,1,0,1,0,0,0,1,1,0,0,0,0,0
2294,2294,2294,1,2013-06-13,73,58,66,-2,54,59,0,1,0416,1927,BR,0.00,29.23,29.92,11.7,3,12.2,24,0,0,0,0,0,0,1,0,0,0,0,0,0
2295,2295,2295,2,2013-06-13,72,59,66,-2,53,59,0,1,-,-,BR,0.00,29.29,29.91,12.6,1,13.2,24,0,0,0,0,0,0,1,0,0,0,0,0,0
2296,2296,2296,1,2013-06-14,78,56,67,-1,51,57,0,2,0416,1928, ,0.00,29.34,30.05,6.6,6,7.9,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,2297,2297,2,2013-06-14,76,57,67,-1,50,57,0,2,-,-, ,0.00,29.4,30.04,6.0,5,7.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,2298,2298,1,2013-06-15,80,58,69,1,62,65,0,4,0416,1928,RA BR,0.17,29.21,29.95,5.6,21,7.7,24,0,0,1,0,0,0,1,0,0,0,0,0,0
2299,2299,2299,2,2013-06-15,81,61,71,1,60,64,0,6,-,-,TS RA,0.12,29.28,29.95,5.6,21,7.2,24,1,0,1,0,0,0,0,0,0,0,0,0,0
2300,2300,2300,1,2013-06-16,86,69,78,9,62,67,0,13,0416,1929, ,0.00,29.16,29.88,8.3,27,9.2,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2301,2301,2,2013-06-16,83,69,76,9,62,67,0,11,-,-, ,0.00,29.23,29.87,8.6,24,9.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,2302,2302,1,2013-06-17,88,59,74,5,55,63,0,9,0416,1929, ,0.03,29.18,29.89,3.9,29,8.1,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2303,2303,2,2013-06-17,88,62,75,5,56,64,0,10,-,-,TSRA,0.10,29.24,29.88,3.7,28,8.4,25,1,0,1,0,0,0,0,0,0,0,0,0,0
2304,2304,2304,1,2013-06-18,71,56,64,-6,52,56,1,0,0416,1929,BR,0.00,29.31,30.01,11.4,3,11.6,25,0,0,0,0,0,0,1,0,0,0,0,0,0
2305,2305,2305,2,2013-06-18,70,57,64,-6,52,57,1,0,-,-,RA BR HZ,0.01,29.36,30.0,12.1,2,12.4,25,0,0,1,0,0,0,1,1,0,0,0,0,0
2306,2306,2306,1,2013-06-19,75,53,64,-6,46,55,1,0,0416,1930, ,0.00,29.39,30.1,5.9,8,6.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2307,2307,2,2013-06-19,75,57,66,-6,46,56,0,1,-,-, ,0.00,29.44,30.09,6.4,7,7.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,2308,2308,1,2013-06-20,86,56,71,1,58,64,0,6,0416,1930, ,0.00,29.38,30.1,5.1,12,5.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2309,2309,2,2013-06-20,86,62,74,1,57,64,0,9,-,-, ,0.00,29.45,30.1,6.0,11,7.2,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,2310,2310,1,2013-06-21,82,68,75,5,65,68,0,10,0416,1930,RA BR,0.79,29.34,30.04,7.4,19,9.5,25,0,0,1,0,0,0,1,0,0,0,0,0,0
2311,2311,2311,2,2013-06-21,85,70,78,5,63,67,0,13,-,-,TSRA,0.11,29.39,30.04,7.6,19,9.6,25,1,0,1,0,0,0,0,0,0,0,0,0,0
2312,2312,2312,1,2013-06-22,80,67,74,4,67,69,0,9,0417,1931,RA,0.04,29.3,30.01,3.1,22,8.4,25,0,0,1,0,0,0,0,0,0,0,0,0,0
2313,2313,2313,2,2013-06-22,83,70,77,4,65,69,0,12,-,-, ,0.00,29.37,30.0,4.8,20,7.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,2314,2314,1,2013-06-23,87,66,77,7,68,71,0,12,0417,1931,RA,0.84,29.26,29.97,10.7,20,11.5,25,0,0,1,0,0,0,0,0,0,0,0,0,0
2315,2315,2315,2,2013-06-23,89,69,79,7,66,70,0,14,-,-,TSRA,  T,29.34,29.97,9.3,20,9.5,25,1,0,1,0,0,0,0,0,0,0,0,0,0
2316,2316,2316,1,2013-06-24,89,67,78,7,67,69,0,13,0417,1931,BR,0.18,29.25,29.95,8.9,23,10.0,26,0,0,0,0,0,0,1,0,0,0,0,0,0
2317,2317,2317,2,2013-06-24,86,68,77,7,65,69,0,12,-,-,HZ,0.14,29.3,29.96,10.5,21,11.0,26,0,0,0,0,0,0,0,1,0,0,0,0,0
2318,2318,2318,1,2013-06-25,85,67,76,5,69,71,0,11,0417,1931,TSRA,0.03,29.13,29.86,4.5,19,6.9,26,1,0,1,0,0,0,0,0,0,0,0,0,0
2319,2319,2319,2,2013-06-25,87,70,79,5,67,71,0,14,-,-,RA,  T,29.21,29.85,5.2,21,8.6,26,0,0,1,0,0,0,0,0,0,0,0,0,0
2320,2320,2320,1,2013-06-26,80,66,73,2,67,68,0,8,0418,1931,TSRA RA BR,1.48,29.05,29.76,2.2,16,7.4,26,1,0,1,0,0,0,1,0,0,0,0,0,0
2321,2321,2321,2,2013-06-26,81,68,75,2,65,68,0,10,-,-,TS RA,0.19,29.11,29.75,2.6,18,9.0,26,1,0,1,0,0,0,0,0,0,0,0,0,0
2322,2322,2322,1,2013-06-27,90,64,77,6,67,70,0,12,0418,1931,BR,0.92,29.01,29.73,7.2,29,7.2,26,0,0,0,0,0,0,1,0,0,0,0,0,0
2323,2323,2323,2,2013-06-27,91,66,79,6,65,69,0,14,-,-,BR HZ,0.59,29.08,29.71,6.1,29,6.8,26,0,0,0,0,0,0,1,1,0,0,0,0,0
2324,2324,2324,1,2013-06-28,83,67,75,4,61,66,0,10,0419,1931,RA,  T,28.91,29.63,10.5,31,10.9,26,0,0,1,0,0,0,0,0,0,0,0,0,0
2325,2325,2325,2,2013-06-28,83,68,76,4,60,65,0,11,-,-,RA,0.16,28.97,29.62,9.0,29,9.8,26,0,0,1,0,0,0,0,0,0,0,0,0,0
2326,2326,2326,1,2013-06-29,72,64,68,-3,59,62,0,3,0419,1931,BR,0.00,28.97,29.66,12.0,2,12.3,26,0,0,0,0,0,0,1,0,0,0,0,0,0
2327,2327,2327,2,2013-06-29,72,64,68,-3,59,62,0,3,-,-,RA,  T,29.03,29.65,11.7,1,12.0,26,0,0,1,0,0,0,0,0,0,0,0,0,0
2328,2328,2328,1,2013-06-30,77,62,70,-2,52,59,0,5,0419,1931, ,0.00,29.2,29.88,13.8,2,13.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2329,2329,2,2013-06-30,76,64,70,-2,52,60,0,5,-,-, ,0.00,29.25,29.86,14.0,1,14.2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,2330,2330,1,2013-07-01,75,59,67,-5,51,58,0,2,0420,1931, ,0.00,29.31,30.03,12.6,3,12.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,2331,2331,2,2013-07-01,75,61,68,-5,50,58,0,3,-,-, ,0.00,29.37,30.01,13.8,3,13.6,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,2332,2332,1,2013-07-02,68,60,64,-8,52,57,1,0,0420,1931, ,  T,29.33,30.05,11.0,3,11.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2333,2333,2,2013-07-02,68,62,65,-8,53,58,0,0,-,-,RA,  T,29.39,30.04,12.0,3,12.3,27,0,0,1,0,0,0,0,0,0,0,0,0,0
2334,2334,2334,1,2013-07-03,72,59,66,-6,60,62,0,1,0421,1931,DZ BR HZ,0.02,29.32,30.04,2.2,2,5.3,27,0,0,0,1,0,0,1,1,0,0,0,0,0
2335,2335,2335,2,2013-07-03,74,62,68,-6,60,62,0,3,-,-,TSRA RA,0.07,29.38,30.03,0.5,36,4.2,27,1,0,1,0,0,0,0,0,0,0,0,0,0
2336,2336,2336,1,2013-07-04,83,56,70,-2,61,64,0,5,0422,1930,BR,0.00,29.34,30.05,4.4,20,5.1,27,0,0,0,0,0,0,1,0,0,0,0,0,0
2337,2337,2337,2,2013-07-04,83,61,72,-2,59,65,0,7,-,-,BR HZ,0.00,29.41,30.05,7.3,19,7.7,27,0,0,0,0,0,0,1,1,0,0,0,0,0
2338,2338,2338,1,2013-07-05,86,60,73,1,61,66,0,8,0422,1930, ,0.00,29.33,30.04,3.7,19,4.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,2339,2339,2,2013-07-05,87,63,75,1,60,66,0,10,-,-, ,0.00,29.39,30.03,5.1,20,5.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,2340,2340,1,2013-07-06,83,65,74,2,65,68,0,9,0423,1930, ,0.00,29.29,30.01,4.1,19,4.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,2341,2341,2,2013-07-06,82,71,77,2,63,68,0,12,-,-, ,0.00,29.36,30.0,5.4,19,5.9,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,2342,2342,1,2013-07-07,88,70,79,7,67,71,0,14,0423,1930, ,0.00,29.26,29.97,6.6,21,6.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,2343,2343,2,2013-07-07,89,70,80,7,66,71,0,15,-,-, ,0.00,29.33,29.96,8.0,21,8.2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,2344,2344,1,2013-07-08,86,70,78,5,71,74,0,13,0424,1929,TSRA RA BR,0.50,29.24,29.95,7.8,23,8.4,28,1,0,1,0,0,0,1,0,0,0,0,0,0
2345,2345,2345,2,2013-07-08,87,71,79,5,70,72,0,14,-,-,RA BR,0.84,29.31,29.95,10.0,22,10.5,28,0,0,1,0,0,0,1,0,0,0,0,0,0
2346,2346,2346,1,2013-07-09,85,73,79,6,74,75,0,14,0425,1929,BR,  T,29.19,29.91,6.9,23,7.3,28,0,0,0,0,0,0,1,0,0,0,0,0,0
2347,2347,2347,2,2013-07-09,85,75,80,6,72,75,0,15,-,-,RA BR HZ,0.01,29.26,29.91,8.9,23,9.3,28,0,0,1,0,0,0,1,1,0,0,0,0,0
2348,2348,2348,1,2013-07-10,85,66,76,3,65,70,0,11,0425,1929, ,0.00,29.2,29.89,6.0,34,8.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2349,2349,2,2013-07-10,87,66,77,3,65,69,0,12,-,-, ,0.00,29.26,29.88,3.7,3,8.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,2350,2350,1,2013-07-11,81,64,73,0,54,62,0,8,0426,1928, ,0.00,29.36,30.06,6.5,3,7.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2351,2351,2,2013-07-11,80,63,72,0,52,61,0,7,-,-, ,0.00,29.42,30.05,6.3,3,7.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,2352,2352,1,2013-07-12,83,58,71,-2,53,61,0,6,0427,1928, ,0.00,29.38,30.1,4.0,8,4.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,2353,2353,2,2013-07-12,82,60,71,-2,54,62,0,6,-,-, ,0.00,29.44,30.09,4.1,8,5.4,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,2354,2354,1,2013-07-13,84,62,73,0,59,65,0,8,0428,1927, ,0.00,29.41,30.12,6.8,9,7.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,2355,2355,2,2013-07-13,83,67,75,0,58,65,0,10,-,-, ,0.00,29.47,30.11,6.4,9,7.1,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,2356,2356,1,2013-07-14,88,72,80,7,66,71,0,15,0428,1927, ,0.00,29.47,30.17,6.7,9,7.6,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2357,2357,2,2013-07-14,88,73,81,7,66,70,0,16,-,-, ,0.00,29.52,30.16,8.2,8,8.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,2358,2358,1,2013-07-15,89,71,80,6,71,74,0,15,0429,1926, ,0.09,29.52,30.23,4.3,8,5.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,2359,2359,2,2013-07-15,91,75,83,6,71,74,0,18,-,-, ,0.02,29.57,30.21,5.0,8,6.2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,2360,2360,1,2013-07-16,92,73,83,9,72,75,0,18,0430,1925, ,0.00,29.54,30.25,6.4,23,6.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,2361,2361,2,2013-07-16,93,77,85,9,70,75,0,20,-,-, ,0.01,29.61,30.24,6.8,22,7.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,2362,2362,1,2013-07-17,94,76,85,11,72,76,0,20,0431,1925, ,0.00,29.51,30.23,6.7,26,6.9,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,2363,2363,2,2013-07-17,95,77,86,11,70,75,0,21,-,-, ,0.00,29.57,30.21,6.2,25,7.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,2364,2364,1,2013-07-18,95,77,86,12,72,76,0,21,0432,1924, ,  T,29.31,30.05,7.2,24,8.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2365,2365,2,2013-07-18,96,79,88,12,71,76,0,23,-,-,TS,0.00,29.38,30.04,8.8,23,9.4,29,1,0,0,0,0,0,0,0,0,0,0,0,0
2366,2366,2366,1,2013-07-19,96,71,84,10,70,75,0,19,0433,1923,TS BR,0.58,29.1,29.83,13.3,25,14.0,29,1,0,0,0,0,0,1,0,0,0,0,0,0
2367,2367,2367,2,2013-07-19,97,75,86,10,69,75,0,21,-,-,TS,  T,29.17,29.82,13.4,24,13.9,29,1,0,0,0,0,0,0,0,0,0,0,0,0
2368,2368,2368,1,2013-07-20,89,71,80,6,64,69,0,15,0433,1923, ,0.06,29.17,29.86,4.8,1,7.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2369,2369,2,2013-07-20,88,72,80,6,63,69,0,15,-,-,RA,0.01,29.23,29.85,3.8,3,7.2,29,0,0,1,0,0,0,0,0,0,0,0,0,0
2370,2370,2370,1,2013-07-21,88,68,78,4,65,69,0,13,0434,1922, ,0.01,29.18,29.89,2.8,7,6.7,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2371,2371,2,2013-07-21,89,72,81,4,63,69,0,16,-,-, ,0.00,29.24,29.88,2.9,11,7.9,29,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,2372,2372,1,2013-07-22,87,71,79,5,66,71,0,14,0435,1921,TSRA RA,  T,29.07,29.78,4.9,24,7.4,30,1,0,1,0,0,0,0,0,0,0,0,0,0
2373,2373,2373,2,2013-07-22,90,72,81,5,64,70,0,16,-,-,TSRA,  T,29.14,29.77,5.2,21,7.4,30,1,0,1,0,0,0,0,0,0,0,0,0,0
2374,2374,2374,1,2013-07-23,78,63,71,-3,60,64,0,6,0436,1920, ,0.03,29.15,29.83,8.8,2,11.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2375,2375,2,2013-07-23,80,65,73,-3,58,64,0,8,-,-, ,0.00,29.21,29.81,7.3,1,11.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,2376,2376,1,2013-07-24,72,60,66,-8,51,58,0,1,0437,1919, ,0.00,29.31,30.01,7.8,5,8.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,2377,2377,2,2013-07-24,73,62,68,-8,48,57,0,3,-,-, ,0.00,29.38,30.01,10.1,5,10.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,2378,2378,1,2013-07-25,81,57,69,-5,54,61,0,4,0438,1918, ,0.00,29.33,30.05,4.1,23,5.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,2379,2379,2,2013-07-25,81,58,70,-5,52,60,0,5,-,-, ,0.00,29.39,30.05,2.7,23,3.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,2380,2380,1,2013-07-26,70,62,66,-8,61,63,0,1,0439,1918,RA BR,0.39,29.21,29.94,7.6,22,8.5,30,0,0,1,0,0,0,1,0,0,0,0,0,0
2381,2381,2381,2,2013-07-26,74,65,70,-8,58,62,0,5,-,-,RA,0.01,29.28,29.94,9.3,21,10.2,30,0,0,1,0,0,0,0,0,0,0,0,0,0
2382,2382,2382,1,2013-07-27,65,55,60,-14,51,56,5,0,0440,1917, ,0.00,29.17,29.9,9.0,30,10.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,2383,2383,2,2013-07-27,68,57,63,-14,49,55,2,0,-,-, ,0.00,29.23,29.89,10.3,30,11.3,30,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,2384,2384,1,2013-07-28,69,54,62,-12,50,55,3,0,0441,1916,RA,  T,29.23,29.93,8.7,28,9.1,30,0,0,1,0,0,0,0,0,0,0,0,0,0
2385,2385,2385,2,2013-07-28,71,55,63,-12,47,54,2,0,-,-,RA,  T,29.3,29.94,9.5,26,9.8,30,0,0,1,0,0,0,0,0,0,0,0,0,0
2386,2386,2386,1,2013-07-29,76,57,67,-7,55,59,0,2,0442,1915, ,0.00,29.41,30.11,2.0,1,7.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2387,2387,2,2013-07-29,76,58,67,-7,53,59,0,2,-,-, ,0.00,29.47,30.1,2.3,2,7.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,2388,2388,1,2013-07-30,74,57,66,-8,59,62,0,1,0443,1914,RA,0.04,29.39,30.12,4.2,16,4.7,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2389,2389,2389,2,2013-07-30,74,61,68,-8,56,61,0,3,-,-,RA,  T,29.46,30.12,5.5,16,6.0,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2390,2390,2390,1,2013-07-31,75,62,69,-5,64,65,0,4,0444,1913,RA DZ BR,0.50,29.26,30.0,2.2,32,4.4,31,0,0,1,1,0,0,1,0,0,0,0,0,0
2391,2391,2391,2,2013-07-31,75,64,70,-5,63,65,0,5,-,-,RA DZ BR HZ,0.18,29.33,29.99,2.5,30,4.2,31,0,0,1,1,0,0,1,1,0,0,0,0,0
2392,2392,2392,1,2013-08-01,81,61,71,-2,57,62,0,6,0445,1911, ,0.00,29.23,29.95,7.6,30,7.8,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2393,2393,2,2013-08-01,82,61,72,-2,54,62,0,7,-,-, ,0.00,29.29,29.95,6.2,29,7.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2394,2394,1,2013-08-02,84,62,73,0,63,67,0,8,0446,1910,RA BR,0.63,29.15,29.87,4.5,29,8.2,31,0,0,1,0,0,0,1,0,0,0,0,0,0
2395,2395,2395,2,2013-08-02,86,65,76,0,62,66,0,11,-,-,RA,0.41,29.23,29.87,2.7,23,7.7,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2396,2396,2396,1,2013-08-03,81,64,73,0,55,62,0,8,0447,1909, ,0.00,29.33,30.03,5.8,2,6.8,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,2397,2397,2,2013-08-03,79,66,73,0,54,62,0,8,-,-, ,0.00,29.39,30.02,6.9,4,8.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2398,2398,1,2013-08-04,75,60,68,-5,56,61,0,3,0448,1908,RA,  T,29.42,30.14,5.9,6,7.8,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2399,2399,2399,2,2013-08-04,74,60,67,-5,55,61,0,2,-,-,RA,  T,29.49,30.13,6.1,7,6.9,31,0,0,1,0,0,0,0,0,0,0,0,0,0
2400,2400,2400,1,2013-08-05,75,58,67,-6,59,62,0,2,0449,1907,RA,0.07,29.23,29.98,6.8,19,7.6,32,0,0,1,0,0,0,0,0,0,0,0,0,0
2401,2401,2401,2,2013-08-05,76,63,70,-6,56,61,0,5,-,-, ,0.02,29.29,29.98,7.1,18,7.9,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,2402,2402,1,2013-08-06,83,67,75,2,68,70,0,10,0450,1906, ,0.04,29.13,29.86,7.2,21,8.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2403,2403,2,2013-08-06,85,68,77,2,65,69,0,12,-,-, ,0.00,29.21,29.85,8.7,21,9.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,2404,2404,1,2013-08-07,89,67,78,5,68,71,0,13,0451,1904, ,  T,29.14,29.83,4.0,30,9.9,32,0,0,0,0,0,0,0,0,0,0,0,0,0
